GRB,TriggerNumber,Observatory,Instrument,Filter,λ_eff,Time (s),Magnitude,Mag error,Source,E(B-V),Extinction,Flux (Jy)
180418A,826428,La Silla,GROND,H,16330.2,,21.1,UL,GCN 22666,0.02,0.00922459213592963,"1.3295849353613113e-05 (+0.0, -inf)"
180418A,826428,La Silla,GROND,K,21550.42,,19.5,UL,GCN 22666,0.02,0.006232304672932403,"5.787875368313113e-05 (+0.0, -inf)"
180402A,821103,ISON-NM,ISON-NM,none,,55.0,14.5,3-sigma,GCN 22617,0.77,,"nan"
180402A,821103,ISON-NM,ISON-NM,none,,133.0,15.0,3-sigma,GCN 22617,0.77,,"nan"
180402A,821103,Lick,KAIT,clear,,135.0,18.5,UL,GCN 22583,0.77,,"nan"
180402A,821103,Swift,UVOT,U,3520.95,265.0,20.72,3-sigma,GCN 22587,0.77,3.3076041796875004,"0.00039361162890082295 (+0.0, -inf)"
180402A,821103,McDonald,LCO,i',7673.03,1422.0,19.3,,GCN 22581,0.77,1.2544489342723004,"0.00021968774074482348 (+nan, -nan)"
180402A,821103,Swift,UVOT,V,5411.43,3169.5,19.19,3-sigma,GCN 22587,0.77,2.117886274834437,"0.0005384938638253393 (+0.0, -inf)"
180402A,821103,Johnson,RATIR,r,6149.31,3222.0,23.3,3-sigma,GCN 22582,0.77,1.76821638380477,"8.857533477261686e-06 (+0.0, -inf)"
180402A,821103,Johnson,RATIR,i,7531.29,3222.0,23.3,3-sigma,GCN 22582,0.77,1.2922788310626703,"5.713967703558705e-06 (+0.0, -inf)"
180402A,821103,Swift,UVOT,U,3520.95,3335.5,21.32,3-sigma,GCN 22587,0.77,3.3076041796875004,"0.00022649985106986526 (+0.0, -inf)"
180402A,821103,Swift,UVOT,White,3885.68,4403.0,21.6,3-sigma,GCN 22587,0.77,3.067872190111154,"0.0001403379489389114 (+0.0, -inf)"
180402A,821103,Swift,UVOT,UVW1,2684.14,5508.5,21.91,3-sigma,GCN 22587,0.77,4.418664818938308,"0.0003660093470958901 (+0.0, -inf)"
180402A,821103,Swift,UVOT,White,3885.68,5566.5,21.4,3-sigma,GCN 22587,0.77,3.067872190111154,"0.00016872332483640736 (+0.0, -inf)"
180402A,821103,Swift,UVOT,UVW2,2085.73,5612.0,21.33,3-sigma,GCN 22587,0.77,6.637608592312973,"0.0048202513600314285 (+0.0, -inf)"
180402A,821103,Swift,UVOT,B,4346.25,5918.5,20.07,3-sigma,GCN 22587,0.77,2.7812785,"0.0004411006003981385 (+0.0, -inf)"
180204A,808483,Swift,UVOT,White,3885.68,167.0,21.1,3-sigma,GCN 22379,0.1,0.39842495975469533,"1.902813538740351e-05 (+0.0, -inf)"
180204A,808483,Swift,UVOT,U,3520.95,429.0,20.92,3-sigma,GCN 22379,0.1,0.42955898437500006,"2.311265531847735e-05 (+0.0, -inf)"
180204A,808483,Swift,UVOT,UVW2,2085.73,3503.5,21.83,3-sigma,GCN 22379,0.1,0.8620270899107757,"1.488802484524743e-05 (+0.0, -inf)"
180204A,808483,Swift,UVOT,V,5411.43,5610.0,18.99,3-sigma,GCN 22379,0.1,0.2750501655629139,"0.00011858952106806797 (+0.0, -inf)"
180204A,808483,Swift,UVOT,UVM2,2245.78,6075.0,22.49,3-sigma,GCN 22379,0.1,0.7773335072065889,"7.498245435165508e-06 (+0.0, -inf)"
180204A,808483,Swift,UVOT,White,3885.68,8988.0,21.6,3-sigma,GCN 22379,0.1,0.39842495975469533,"1.200594177444573e-05 (+0.0, -inf)"
180204A,808483,Swift,UVOT,U,3520.95,11683.0,22.12,3-sigma,GCN 22379,0.1,0.42955898437500006,"7.653319476047972e-06 (+0.0, -inf)"
180204A,808483,Swift,UVOT,B,4346.25,12091.0,20.57,3-sigma,GCN 22379,0.1,0.361205,"2.995768492986684e-05 (+0.0, -inf)"
180204A,808483,Swift,UVOT,UVW1,2684.14,13045.5,22.51,3-sigma,GCN 22379,0.1,0.573852573888092,"6.103335987834129e-06 (+0.0, -inf)"
180204A,808483,Okayama,MITSuME,g',4712.55,25200.0,17.5,,GCN 22399,0.1,0.3307221861471861,"0.0004923966883296141 (+nan, -nan)"
180204A,808483,Okayama,MITSuME,Rc,6479.38,25200.0,17.4,,GCN 22399,0.1,0.2141088744588745,"0.00048491966749258616 (+nan, -nan)"
180204A,808483,Okayama,MITSuME,Ic,7845.53,25200.0,17.0,,GCN 22399,0.1,0.15713796296296298,"0.0006650915560461025 (+nan, -nan)"
170827A,769567,Swift,UVOT,White,3885.68,209.0,20.6,3-sigma,GCN 21722,0.11,0.43826745573016485,"3.128478907038424e-05 (+0.0, -inf)"
170827A,769567,Swift,UVOT,U,3520.95,295.0,18.82,3-sigma,GCN 21722,0.11,0.47251488281250004,"0.00016635359935517137 (+0.0, -inf)"
170827A,769567,La Silla,REM,H,16303.58,585.0,17.5,3-sigma,GCN 21721,0.11,0.05087395053003534,"0.00038051854646466637 (+0.0, -inf)"
170827A,769567,La Silla,REM,r,6202.58,720.0,19.5,3-sigma,GCN 21721,0.11,0.2496826225680934,"7.242680009154354e-05 (+0.0, -inf)"
170827A,769567,Sutherland,LCO,r',6151.07,43200.0,20.6,UL,GCN 21807,0.11,0.2524627509706046,"2.636400281266119e-05 (+0.0, -inf)"
170827A,769567,Sutherland,LCO,i',7471.17,43200.0,19.6,UL,GCN 21807,0.11,0.1871601487676056,"6.235773160506619e-05 (+0.0, -inf)"
170827A,769567,La Silla,GROND,g',4504.49,70200.0,22.8,0.1,GCN 21729,0.11,0.38270460829493086,3.918393904891055e-06 ± 3.6089741575523496e-07
170827A,769567,La Silla,GROND,r',6097.98,70200.0,21.9,0.1,GCN 21729,0.11,0.25667343871325576,7.99273886980925e-06 ± 7.361584549526743e-07
170827A,769567,La Silla,GROND,i',7604.74,70200.0,21.6,0.1,GCN 21729,0.11,0.18174931335149863,9.833904224724505e-06 ± 9.057360509512726e-07
170827A,769567,La Silla,GROND,z',8929.33,70200.0,21.4,0.1,GCN 21729,0.11,0.13876278959810873,1.136400365550378e-05 ± 1.0466634165557139e-06
170827A,769567,La Silla,GROND,J,12246.51,70200.0,21.1,UL,GCN 21729,0.11,0.0811614921084234,"1.420662267221288e-05 (+0.0, -inf)"
170827A,769567,La Silla,GROND,H,16330.2,70200.0,20.6,UL,GCN 21729,0.11,0.050735256747612964,"2.189375992869802e-05 (+0.0, -inf)"
170827A,769567,La Silla,GROND,K,21550.42,70200.0,20.1,UL,GCN 21729,0.11,0.03427767570112822,"3.417726605305266e-05 (+0.0, -inf)"
170827A,769567,La Silla,SofI/EFOSC2,R,6416.14,72288.0,21.5,0,GCN 21728,0.11,0.23878863274336284,1.1364274149469996e-05 ± 0.0
170822A,768939,Swift,UVOT,White,3885.68,246.0,21.2,3-sigma,GCN 21649,0.17,0.677322431582982,"2.2436505775701167e-05 (+0.0, -inf)"
170822A,768939,Swift,UVOT,UVM2,2245.78,852.5,19.79,3-sigma,GCN 21649,0.17,1.3214669622512012,"0.00014880346144137188 (+0.0, -inf)"
170822A,768939,Swift,UVOT,UVW1,2684.14,1137.5,21.21,3-sigma,GCN 21649,0.17,0.9755493756097563,"2.9258091863379862e-05 (+0.0, -inf)"
170822A,768939,Swift,UVOT,UVW2,2085.73,1151.0,21.63,3-sigma,GCN 21649,0.17,1.4654460528483189,"3.120359770247273e-05 (+0.0, -inf)"
170822A,768939,Swift,UVOT,U,3520.95,1162.5,20.82,3-sigma,GCN 21649,0.17,0.7302502734375,"3.3429228845687796e-05 (+0.0, -inf)"
170822A,768939,Swift,UVOT,V,5411.43,1171.0,19.19,3-sigma,GCN 21649,0.17,0.46758528145695366,"0.00011777696573823957 (+0.0, -inf)"
170822A,768939,Swift,UVOT,B,4346.25,1187.0,20.07,3-sigma,GCN 21649,0.17,0.6140485,"5.993018921983219e-05 (+0.0, -inf)"
170822A,768939,Swift,UVOT,White,3885.68,1211.5,22.1,3-sigma,GCN 21649,0.17,0.677322431582982,"9.793889991241499e-06 (+0.0, -inf)"
170822A,768939,Akeno,MITSuME,g',4712.55,25956.0,20.8,UL,GCN 21652,0.17,0.5622277164502164,"2.9168717577747757e-05 (+0.0, -inf)"
170822A,768939,Akeno,MITSuME,Rc,6479.38,25956.0,20.1,UL,GCN 21652,0.17,0.36398508658008666,"4.6304189153614995e-05 (+0.0, -inf)"
170822A,768939,Akeno,MITSuME,Ic,7845.53,25956.0,18.9,UL,GCN 21652,0.17,0.26713453703703705,"0.00012790280345559993 (+0.0, -inf)"
170822A,768939,AbAO,AS-32,CR,,50332.32,22.2,3-sigma,GCN 21654,0.17,,"nan"
